"","X","Y","station","rok","mies","tavg","opad","cisnienie"
"7078",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,4,6.8,38.9,987.7
"7076",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,5,15.6,61.5,989.2
"7050",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,6,17,42.7,987
"7023",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,7,19.2,98.5,985.8
"6973",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,8,18.4,27.2,987
"6992",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,9,13.6,41.8,991.9
"6990",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,10,5.2,54.2,984
"7020",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,11,4.8,20.3,992.1
"6995",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2003,12,0.3,33.4,988.4
"7126",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,1,-5.8,39.8,981.5
"7131",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,2,-1.3,59.5,985.2
"7193",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,3,2.6,43.9,990.7
"7184",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,4,8.1,59.7,986.8
"7160",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,5,11.6,29,984.2
"7093",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,6,15.6,69.3,986.7
"7053",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,7,17.7,104,986.9
"6984",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,8,18.2,50.7,985.8
"6960",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,9,12.8,20.1,990.4
"6980",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,10,9.7,24.1,988.1
"6956",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,11,2.9,68.6,987.4
"6964",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2004,12,1.2,21.2,989
"7138",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,1,-0.3,45.3,986.3
"7166",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,2,-4.3,27.7,987.6
"7163",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,3,-0.7,36.5,985.3
"7098",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,4,8.6,21.5,986.7
"7143",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,5,13,95.9,986.9
"7118",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,6,15.5,59,987.3
"7119",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,7,19.6,74.6,985.7
"7051",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,8,17.2,71.1,987.3
"7107",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,9,15,26.5,991.8
"7162",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,10,8.6,6.6,995.6
"7188",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,11,2.5,24.7,989.9
"7125",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2005,12,-1.1,69.1,984.4
"7061",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,1,-8.3,15.8,998.7
"7190",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,2,-4.7,26.6,984.9
"7169",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,3,-1.6,57.4,981.9
"7153",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,4,8.6,34.2,984.9
"7196",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,5,13.2,81.3,986.9
"7172",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,6,16.6,18.8,990.5
"7154",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,7,21.5,7.4,991.2
"7151",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,8,17.5,187.7,980.3
"7011",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,9,15.4,11.3,990.2
"7148",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,10,10.1,18.5,988.3
"7165",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,11,5.1,41,986.5
"7189",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2006,12,2.6,21.4,994.6
"7115",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,1,2.2,76.8,981.9
"7089",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,2,-1.6,34.1,984.4
"7108",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,3,6.2,36.1,987.6
"7170",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,4,8.5,18,990.2
"7176",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,5,14.9,51.8,983.2
"7158",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,6,18.1,78.9,984.5
"7168",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,7,18.6,110.7,983.2
"7195",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,8,18.6,31.6,986.5
"7192",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,9,12.8,157.8,987.5
"7116",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,10,7.6,16.3,993.8
"7088",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,11,0.7,39.5,985.3
"7046",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2007,12,-1.4,10.3,993.5
"7191",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,1,0,41.8,991.1
"7182",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,2,1.8,15.7,994.3
"7152",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,3,3.1,69.3,975.5
"7157",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,4,9,51,982.4
"7144",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,5,12.6,83.7,987.6
"7185",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,6,17.2,32.9,987.2
"7164",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,7,18.1,100.4,985.7
"7186",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,8,18.5,50.9,985.4
"7140",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,9,12.2,83.1,989
"7141",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,10,9.7,51.3,989.2
"7128",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,11,4.5,33.1,985.8
"7161",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2008,12,0.6,36,990.5
"7109",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,1,-3.1,24.1,987.1
"7101",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,2,-1.7,36.9,982.5
"7102",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,3,1.1,67.4,981.9
"7033",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,4,10.5,0.4,989.4
"7008",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,5,12.9,61.6,989.3
"7049",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,6,15.8,148,984.8
"6968",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,7,19.3,69.5,985.8
"6979",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,8,18,57.3,990.1
"6963",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,9,15,23.1,991.8
"7056",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,10,6.7,101.3,986.3
"7083",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,11,5.1,45.6,984.3
"7127",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2009,12,-1.7,46,981.9
"7142",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,1,-8.6,24.5,988.6
"6996",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,2,-2.6,31.8,979.4
"6993",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,3,2.6,20.1,986.4
"6981",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,4,8.8,29.4,989.3
"7007",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,5,13.8,169.5,981.5
"7005",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,6,17.3,61.1,984.5
"6976",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,7,20.8,78.5,986.7
"6955",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,8,19.4,114.6,985.1
"6948",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,9,11.8,127.6,986.7
"7117",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,10,5.2,7.3,990.4
"7074",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,11,6,54.3,978.4
"7064",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2010,12,-5,32.7,981.5
"7041",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,1,-1.3,30.3,989
"7097",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,2,-4.7,24.4,990.3
"7073",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,3,2.5,11.7,993.3
"7100",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,4,10,33.7,987.4
"7071",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,5,13.6,53.7,990.5
"7129",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,6,18,78.7,986.4
"7092",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,7,17.9,166.7,981.8
"7103",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,8,18.2,30.7,987.5
"7048",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,9,14.6,5.1,989.3
"7028",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,10,7.5,26.9,992.8
"7069",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,11,2,1,996.8
"7086",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2011,12,1.5,38.8,983.9
"7036",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,1,-2.2,43.1,987.1
"7139",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,2,-7.5,19.3,993.3
"7110",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,3,4.1,27.4,991.9
"7085",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,4,9.2,31.3,978.9
"7113",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,5,14.7,34,987.5
"7042",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,6,16.8,68.1,985.1
"7072",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,7,20.8,58,987
"7060",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,8,18.5,44.5,988.3
"7075",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,9,14.4,37.7,988
"7081",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,10,7.7,87.1,985.8
"7095",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,11,5.2,24,987.4
"7082",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2012,12,-4,28.2,986.1
"7057",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,1,-4.1,61.6,983.6
"7040",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,2,-1.3,34,985.7
"7054",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,3,-2.5,54.7,982.5
"7136",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,4,7.9,46.4,987.7
"7055",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,5,14.8,105.6,983.1
"7099",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,6,17.8,113.1,986.6
"7096",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,7,18.5,88,989.2
"7132",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,8,18.6,17.3,990.1
"7146",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,9,11.5,41.2,985.6
"7001",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,10,9.8,6.7,991.4
"7021",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,11,5.1,62.6,985.9
"7022",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2013,12,1.3,18.7,991.7
"7015",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,1,-3,66.9,986.6
"7150",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,2,1.2,15,985.8
"7094",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,3,6,42.9,987.6
"7066",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,4,9.7,53.7,986
"7063",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,5,13.4,239.9,986
"7067",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,6,15.6,76.8,986.7
"7137",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,7,20.3,75.8,986.2
"7122",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,8,17.8,89.7,985.5
"7123",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,9,14.2,29.2,990.1
"7029",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,10,9.2,23.6,991.5
"7090",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,11,4.2,22.6,991.4
"7121",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2014,12,-0.2,53.8,988.4
"7149",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,1,0.6,51,984.1
"7124",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,2,0.4,13.6,988.2
"7112",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,3,4.7,45.4,991.4
"7145",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,4,7.9,27.9,986.9
"7155",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,5,12.4,113.7,986.8
"7173",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,6,16.7,18,989.6
"7179",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,7,19.3,42.9,986.8
"7174",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,8,21.8,7.1,990.4
"7134",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,9,14.6,89.7,989.4
"7120",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,10,6.8,46.8,993.3
"7104",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,11,4.7,48.2,987.3
"7080",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2015,12,3.3,27.5,997.4
"7087",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,1,-4.2,35.3,985.6
"7065",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,2,3,60.7,982.6
"7135",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,3,3.5,59.2,985.3
"7175",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,4,8.9,35,983.7
"7111",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,5,14.4,32.6,985.8
"7177",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,6,18.3,51.9,986.3
"7156",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,7,18.9,138.2,987.1
"7171",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,8,17.8,45.3,990.7
"7159",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,9,15.2,12.4,990.7
"7043",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,10,6.7,116.3,992.2
"7058",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,11,2.2,47.6,987.8
"7047",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2016,12,-0.2,63.9,995.1
"6971",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,1,-5.7,14.7,992.8
"7027",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,2,-1.7,39.6,990.5
"7070",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,3,5.4,33.8,986.8
"7059",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,4,7,55.8,986.8
"7178",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,5,13.5,40.6,988.1
"7194",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,6,17.7,30.2,985.1
"7183",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,7,18.1,86.7,985.4
"7180",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,8,19.1,55.1,989.6
"7167",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,9,13.6,87.6,986.8
"7197",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,10,8.9,92.4,986.5
"7181",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,11,3.7,46.2,986.4
"7187",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2017,12,1.6,29.3,983.4
"6950",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,1,-0.3,25.7,987.8
"6946",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,2,-4.1,11.2,989.7
"6987",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,3,-0.6,32.5,980.1
"7032",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,4,13,46.7,986.5
"7024",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,5,16.7,44.1,989.1
"7038",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,6,18.3,65.4,986.3
"7039",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,7,19.9,62,984.1
"6998",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,8,20.2,25.6,989.4
"7025",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,9,15.3,52,991.5
"7084",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,10,9.8,36.5,990.3
"7114",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,11,3.5,8.6,995.5
"7091",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2018,12,0.1,68.5,987.9
"6983",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,1,-3.4,46.1,980.8
"6961",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,2,2.1,15.7,991.7
"7014",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,3,4.9,22.1,985.7
"7002",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,4,9.4,32.3,989.6
"7013",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,5,12.8,101.5,983.5
"7026",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,6,21.3,19.5,989.7
"7030",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,7,18.3,29.7,984.4
"7062",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,8,19.7,83,989.2
"7068",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,9,14.1,49.5,989.1
"6997",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,10,10.5,30.9,988
"6994",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,11,5.9,58.7,983.2
"7018",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2019,12,2.4,41.7,984.8
"6970",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,1,0.9,27.8,992.9
"6953",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,2,2.6,56.1,983
"6951",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,3,4.2,18,989.4
"6949",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,4,8.4,21.4,989.1
"7045",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,5,10.8,96.3,987.5
"7031",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,6,18.3,140.1,983.1
"7003",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,7,18.5,31.8,987.3
"6989",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,8,19.9,42.4,986.3
"7044",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,9,15,135.7,989.1
"6977",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,10,10.3,86.6,985.2
"6974",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,11,4.6,15.2,995.8
"6962",22.3931127192453,51.2167454200301,"LUBLIN-RADAWIEC",2020,12,1.1,26.6,986.9
"7209",23.5295173094867,51.5534675907479,"WŁODAWA",2000,1,-2.5,26.7,995.1
"7244",23.5295173094867,51.5534675907479,"WŁODAWA",2000,2,1.2,30.1,994.9
"7216",23.5295173094867,51.5534675907479,"WŁODAWA",2000,3,2.9,38.4,991.8
"7203",23.5295173094867,51.5534675907479,"WŁODAWA",2000,4,11.9,57.1,990
"7219",23.5295173094867,51.5534675907479,"WŁODAWA",2000,5,14.8,47.5,995.5
"7322",23.5295173094867,51.5534675907479,"WŁODAWA",2000,6,17.3,38.9,996.3
"7268",23.5295173094867,51.5534675907479,"WŁODAWA",2000,7,16.9,171.5,988
"7353",23.5295173094867,51.5534675907479,"WŁODAWA",2000,8,17.9,62.5,996.6
"7358",23.5295173094867,51.5534675907479,"WŁODAWA",2000,9,11.2,56,996.5
"7201",23.5295173094867,51.5534675907479,"WŁODAWA",2000,10,10.5,7.2,999
"7351",23.5295173094867,51.5534675907479,"WŁODAWA",2000,11,6.3,33.9,993.7
"7217",23.5295173094867,51.5534675907479,"WŁODAWA",2000,12,1.3,53.3,992.1
"7286",23.5295173094867,51.5534675907479,"WŁODAWA",2001,1,-1,32.7,997.8
"7259",23.5295173094867,51.5534675907479,"WŁODAWA",2001,2,-1.4,9.7,993.2
"7288",23.5295173094867,51.5534675907479,"WŁODAWA",2001,3,2.1,25.5,988.9
"7303",23.5295173094867,51.5534675907479,"WŁODAWA",2001,4,8.8,32.8,990.4
"7263",23.5295173094867,51.5534675907479,"WŁODAWA",2001,5,13.7,29.9,993.7
"7262",23.5295173094867,51.5534675907479,"WŁODAWA",2001,6,14.7,83,991.2
"7248",23.5295173094867,51.5534675907479,"WŁODAWA",2001,7,21,149.8,992.6
"7295",23.5295173094867,51.5534675907479,"WŁODAWA",2001,8,18.8,79.8,996
"7365",23.5295173094867,51.5534675907479,"WŁODAWA",2001,9,12.3,95.5,990.9
"7364",23.5295173094867,51.5534675907479,"WŁODAWA",2001,10,10.2,23.1,998.3
"7254",23.5295173094867,51.5534675907479,"WŁODAWA",2001,11,1.7,28.1,993.7
"7352",23.5295173094867,51.5534675907479,"WŁODAWA",2001,12,-6.5,11.3,997.6
"7252",23.5295173094867,51.5534675907479,"WŁODAWA",2002,1,-1.7,22.1,998.7
"7240",23.5295173094867,51.5534675907479,"WŁODAWA",2002,2,3.2,52.6,989.8
"7241",23.5295173094867,51.5534675907479,"WŁODAWA",2002,3,4.2,32.3,994
"7269",23.5295173094867,51.5534675907479,"WŁODAWA",2002,4,8.6,20.8,995.7
"7311",23.5295173094867,51.5534675907479,"WŁODAWA",2002,5,16.7,39.5,994.4
"7227",23.5295173094867,51.5534675907479,"WŁODAWA",2002,6,17,66.5,994.7
"7239",23.5295173094867,51.5534675907479,"WŁODAWA",2002,7,21.2,75.6,993.9
"7284",23.5295173094867,51.5534675907479,"WŁODAWA",2002,8,19.8,48.4,993.7
"7243",23.5295173094867,51.5534675907479,"WŁODAWA",2002,9,12.7,13.8,995.3
"7289",23.5295173094867,51.5534675907479,"WŁODAWA",2002,10,7,93.6,991.6
"7236",23.5295173094867,51.5534675907479,"WŁODAWA",2002,11,4.2,26,992.5
"7264",23.5295173094867,51.5534675907479,"WŁODAWA",2002,12,-7.8,9.4,1002.3
"7328",23.5295173094867,51.5534675907479,"WŁODAWA",2003,1,-3.9,18.4,992.4
"7246",23.5295173094867,51.5534675907479,"WŁODAWA",2003,2,-6.5,17.5,1001.9
"7221",23.5295173094867,51.5534675907479,"WŁODAWA",2003,3,1.5,14.9,1000.5
"7235",23.5295173094867,51.5534675907479,"WŁODAWA",2003,4,6.8,27.8,995
"7207",23.5295173094867,51.5534675907479,"WŁODAWA",2003,5,15.7,67,996.2
"7224",23.5295173094867,51.5534675907479,"WŁODAWA",2003,6,16.9,60.1,993.7
"7282",23.5295173094867,51.5534675907479,"WŁODAWA",2003,7,20,45.7,992.4
"7283",23.5295173094867,51.5534675907479,"WŁODAWA",2003,8,18.7,28.7,993.4
"7325",23.5295173094867,51.5534675907479,"WŁODAWA",2003,9,13.7,14.4,998.9
"7256",23.5295173094867,51.5534675907479,"WŁODAWA",2003,10,5.3,47.5,990.8
"7228",23.5295173094867,51.5534675907479,"WŁODAWA",2003,11,4.7,17.7,999.8
"7226",23.5295173094867,51.5534675907479,"WŁODAWA",2003,12,0.4,24.3,995.5
"7304",23.5295173094867,51.5534675907479,"WŁODAWA",2004,1,-5.7,25,988.9
"7290",23.5295173094867,51.5534675907479,"WŁODAWA",2004,2,-1.2,47.5,992.1
"7275",23.5295173094867,51.5534675907479,"WŁODAWA",2004,3,2.8,24,997.9
"7249",23.5295173094867,51.5534675907479,"WŁODAWA",2004,4,8.1,43.8,994.3
"7220",23.5295173094867,51.5534675907479,"WŁODAWA",2004,5,11.8,48.1,991.2
"7199",23.5295173094867,51.5534675907479,"WŁODAWA",2004,6,15.8,37.3,993.4
"7251",23.5295173094867,51.5534675907479,"WŁODAWA",2004,7,18.1,104.2,993.6
"7266",23.5295173094867,51.5534675907479,"WŁODAWA",2004,8,18.4,76.4,992.7
"7211",23.5295173094867,51.5534675907479,"WŁODAWA",2004,9,12.8,25.3,997.3
"7339",23.5295173094867,51.5534675907479,"WŁODAWA",2004,10,9.7,20.8,995.4
"7340",23.5295173094867,51.5534675907479,"WŁODAWA",2004,11,3.1,49.3,994.5
"7260",23.5295173094867,51.5534675907479,"WŁODAWA",2004,12,1.2,16.6,995.9
